age,monthly_income,dependents,horizon_years,emergency_fund,drop_reaction,goal_type,experience,monthly_investable,risk_label
52,39472,1,15,yes,hold,wealth_creation,none,9655,Aggressive
40,53179,2,2,yes,sell,short_term,experienced,8382,Conservative
53,39217,3,15,no,buy_more,child_education,none,8925,Moderate
26,18849,2,3,no,hold,retirement,some,5212,Conservative
36,74236,2,3,yes,buy_more,tax_saving,none,18050,Aggressive
31,54685,3,2,yes,sell,wealth_creation,experienced,6663,Conservative
30,42562,1,1,yes,hold,child_education,experienced,14277,Moderate
33,31736,2,5,no,hold,retirement,some,1811,Moderate
36,25300,1,15,yes,hold,short_term,none,5487,Aggressive
26,54217,0,15,no,hold,retirement,experienced,6343,Aggressive
49,101320,0,1,yes,hold,wealth_creation,experienced,26571,Moderate
43,53713,0,1,yes,hold,child_education,some,11738,Moderate
54,26311,2,2,no,hold,retirement,some,2860,Conservative
49,54246,0,10,no,hold,child_education,none,10945,Moderate
26,47858,2,3,yes,hold,retirement,some,9855,Aggressive
23,72317,3,3,yes,hold,tax_saving,experienced,12734,Aggressive
37,64410,1,15,no,buy_more,short_term,none,4035,Moderate
40,15000,0,15,yes,hold,retirement,none,1680,Aggressive
30,62652,1,10,yes,hold,tax_saving,none,21342,Aggressive
52,31208,0,2,no,sell,tax_saving,experienced,3325,Conservative
44,25854,4,5,yes,sell,tax_saving,some,4850,Moderate
50,45034,2,3,no,hold,short_term,experienced,6224,Conservative
25,58979,2,10,yes,hold,wealth_creation,some,16340,Aggressive
53,23427,1,10,no,buy_more,wealth_creation,none,5234,Moderate
29,67309,2,2,no,buy_more,retirement,some,17811,Moderate
38,69113,2,15,no,hold,child_education,none,16662,Conservative
38,50068,0,5,no,hold,wealth_creation,some,10069,Moderate
53,33175,0,10,no,hold,wealth_creation,some,11219,Moderate
32,31548,0,1,yes,hold,retirement,some,8232,Moderate
30,77782,1,5,yes,hold,short_term,none,19962,Moderate
34,24833,3,1,yes,hold,tax_saving,some,6385,Conservative
35,79143,2,10,no,hold,retirement,experienced,15040,Aggressive
28,45508,1,1,yes,buy_more,child_education,none,11049,Aggressive
28,46951,4,5,yes,hold,child_education,experienced,10862,Aggressive
30,22728,0,10,yes,sell,child_education,some,7193,Moderate
39,45888,0,10,no,hold,tax_saving,some,15769,Aggressive
34,64609,3,7,yes,buy_more,wealth_creation,none,12593,Aggressive
36,26865,3,10,yes,sell,retirement,none,6185,Moderate
49,61352,2,7,no,buy_more,wealth_creation,some,8410,Moderate
30,51024,0,7,no,buy_more,tax_saving,experienced,15492,Aggressive
57,36691,4,5,no,hold,retirement,some,9657,Conservative
51,72013,2,1,yes,hold,wealth_creation,none,23562,Conservative
27,18196,2,5,no,sell,tax_saving,some,4212,Moderate
33,57297,0,1,yes,sell,short_term,experienced,15045,Conservative
28,101594,1,5,yes,hold,retirement,some,7979,Aggressive
31,93711,3,5,yes,buy_more,child_education,none,21742,Aggressive
35,58419,3,2,yes,buy_more,wealth_creation,some,9524,Moderate
26,42797,1,10,no,sell,tax_saving,experienced,8663,Aggressive
21,36823,1,10,yes,hold,child_education,none,5448,Aggressive
38,42773,2,7,no,hold,retirement,none,5824,Conservative
49,62612,1,20,no,hold,child_education,some,18546,Moderate
33,34089,1,3,yes,hold,child_education,some,7407,Aggressive
55,68929,0,3,yes,buy_more,child_education,none,8682,Moderate
35,128017,0,3,no,hold,wealth_creation,some,35846,Moderate
57,47674,2,7,yes,sell,retirement,experienced,3453,Conservative
30,26769,0,3,yes,hold,retirement,experienced,3692,Aggressive
42,26765,0,15,yes,sell,short_term,none,4038,Moderate
51,69525,3,3,yes,buy_more,retirement,experienced,7180,Moderate
23,47720,2,5,yes,buy_more,wealth_creation,some,14449,Aggressive
58,72734,0,7,no,sell,child_education,none,18341,Conservative
35,38555,0,3,yes,hold,wealth_creation,none,9680,Moderate
40,71237,2,10,yes,buy_more,retirement,experienced,16228,Aggressive
46,45650,1,10,no,hold,short_term,none,7463,Conservative
46,35255,1,10,no,hold,wealth_creation,none,8732,Conservative
21,40927,1,7,no,buy_more,tax_saving,some,11086,Aggressive
55,28604,0,5,yes,sell,retirement,some,6051,Conservative
45,119995,2,5,no,hold,wealth_creation,none,22945,Conservative
60,46940,0,10,yes,sell,retirement,some,5494,Moderate
39,65514,1,5,yes,hold,short_term,some,4926,Aggressive
45,38499,0,5,no,buy_more,wealth_creation,experienced,2401,Aggressive
38,30535,0,2,yes,hold,wealth_creation,some,8069,Moderate
56,44123,0,10,no,hold,child_education,none,6821,Conservative
54,80461,3,1,no,sell,child_education,experienced,21122,Conservative
57,38780,0,20,yes,buy_more,tax_saving,some,7847,Aggressive
41,33132,0,2,yes,sell,child_education,some,6098,Conservative
52,52573,0,5,yes,hold,retirement,none,12548,Moderate
35,61362,2,3,yes,sell,tax_saving,some,6441,Conservative
39,102670,1,3,no,hold,child_education,none,35308,Conservative
51,57479,4,5,no,hold,tax_saving,some,8568,Conservative
24,65499,2,10,no,hold,wealth_creation,none,18389,Moderate
49,67756,1,2,no,hold,child_education,some,8426,Conservative
21,29177,2,3,yes,hold,retirement,none,5554,Moderate
44,31777,0,2,yes,hold,retirement,some,6348,Moderate
40,30098,4,5,yes,hold,short_term,some,4273,Moderate
39,26917,4,20,no,buy_more,retirement,none,4161,Moderate
40,70119,0,5,yes,sell,retirement,experienced,12662,Aggressive
40,55855,2,10,yes,sell,wealth_creation,some,16804,Moderate
37,50806,0,5,yes,sell,wealth_creation,some,10161,Moderate
39,15264,1,5,yes,sell,wealth_creation,some,1168,Aggressive
43,123619,2,15,no,hold,short_term,some,14216,Moderate
51,32780,4,1,no,sell,tax_saving,experienced,11335,Conservative
43,123415,0,15,yes,sell,short_term,some,9498,Moderate
46,25535,2,5,yes,sell,retirement,experienced,6238,Conservative
54,34010,2,5,yes,hold,wealth_creation,none,3854,Moderate
60,18191,0,15,yes,hold,child_education,experienced,3266,Aggressive
25,57696,2,5,yes,hold,wealth_creation,some,9064,Aggressive
49,29864,2,20,no,buy_more,retirement,none,10247,Aggressive
30,30246,2,20,no,sell,child_education,some,6514,Conservative
28,26433,4,3,no,hold,wealth_creation,none,3303,Conservative
52,69550,0,5,no,sell,wealth_creation,experienced,16071,Conservative
23,67518,0,15,yes,buy_more,retirement,experienced,4822,Aggressive
54,110792,0,3,no,sell,short_term,some,36339,Conservative
51,36005,0,10,no,buy_more,retirement,none,5518,Aggressive
60,54093,1,2,yes,hold,tax_saving,experienced,17039,Conservative
47,27441,3,3,yes,hold,short_term,experienced,8033,Conservative
55,42160,1,7,yes,hold,short_term,some,4470,Conservative
25,38813,2,10,yes,hold,retirement,none,13145,Aggressive
56,60415,1,10,yes,sell,retirement,some,20994,Conservative
27,77471,0,7,yes,buy_more,child_education,none,22589,Aggressive
33,76571,3,3,no,buy_more,child_education,experienced,14199,Moderate
26,33548,2,5,no,sell,retirement,none,8446,Conservative
37,76826,1,3,no,sell,wealth_creation,none,5700,Conservative
50,48057,3,3,no,hold,short_term,none,15682,Conservative
31,42358,1,5,no,buy_more,child_education,some,4935,Aggressive
53,35638,0,7,yes,hold,child_education,some,9444,Aggressive
45,38102,1,3,yes,hold,short_term,experienced,11067,Moderate
46,107370,2,1,no,sell,retirement,experienced,36599,Conservative
58,56293,1,10,no,buy_more,short_term,none,16727,Conservative
38,53027,3,1,no,sell,child_education,none,15664,Conservative
34,43564,1,20,yes,hold,wealth_creation,none,11397,Aggressive
60,147368,1,5,no,buy_more,wealth_creation,experienced,32862,Moderate
43,88190,3,1,yes,hold,retirement,experienced,5517,Conservative
45,35437,1,15,yes,hold,wealth_creation,none,12112,Moderate
32,43341,1,7,yes,buy_more,child_education,none,8004,Aggressive
29,44515,0,15,no,sell,retirement,experienced,12866,Aggressive
27,52346,1,5,yes,sell,short_term,some,8542,Moderate
29,35755,1,5,yes,sell,retirement,some,6679,Moderate
28,59722,0,7,no,sell,wealth_creation,none,11269,Moderate
50,94224,1,5,yes,hold,tax_saving,none,32695,Conservative
23,27142,0,7,no,hold,retirement,none,3078,Moderate
46,29505,0,3,yes,hold,short_term,some,5916,Moderate
58,39441,1,5,no,buy_more,wealth_creation,some,3802,Moderate
51,40273,0,2,yes,hold,short_term,none,7983,Conservative
37,120488,2,10,no,sell,child_education,some,25759,Moderate
23,76939,2,5,no,hold,wealth_creation,none,7001,Moderate
54,74977,0,20,yes,buy_more,retirement,none,19454,Aggressive
21,43522,0,3,no,hold,child_education,none,12986,Moderate
48,43094,1,5,no,buy_more,wealth_creation,none,12704,Moderate
47,25507,0,3,yes,buy_more,retirement,experienced,6855,Aggressive
28,69687,1,10,no,buy_more,child_education,none,6429,Aggressive
50,61143,2,10,no,buy_more,retirement,none,14456,Aggressive
28,87439,2,5,yes,hold,tax_saving,some,22691,Aggressive
30,44583,1,5,no,buy_more,wealth_creation,none,12385,Moderate
53,45990,4,10,yes,hold,short_term,none,12087,Moderate
60,52919,0,3,no,hold,tax_saving,none,12628,Conservative
31,73229,3,7,no,sell,tax_saving,none,19649,Conservative
57,25296,3,10,yes,buy_more,tax_saving,none,7732,Moderate
57,68269,1,3,yes,hold,retirement,some,15073,Conservative
51,48570,0,7,no,buy_more,retirement,some,4545,Moderate
26,30443,0,10,no,buy_more,child_education,none,8974,Aggressive
32,19185,4,2,yes,hold,child_education,some,4763,Moderate
48,46100,0,5,yes,hold,short_term,none,11800,Moderate
60,94039,3,5,no,sell,short_term,some,13002,Conservative
53,104152,1,10,yes,hold,wealth_creation,none,9883,Moderate
37,57521,1,7,no,hold,tax_saving,none,16348,Moderate
30,118527,2,5,no,hold,short_term,some,7683,Moderate
59,48082,0,3,no,hold,retirement,none,8207,Conservative
32,75281,1,1,yes,hold,wealth_creation,none,15256,Conservative
34,40012,4,1,no,sell,retirement,some,2209,Conservative
59,38887,0,3,no,sell,wealth_creation,experienced,8909,Conservative
43,36138,4,2,no,sell,short_term,some,3103,Conservative
31,19394,4,2,yes,buy_more,wealth_creation,none,2374,Aggressive
21,87482,0,7,no,sell,short_term,none,30449,Conservative
38,36726,1,7,no,sell,child_education,some,8009,Conservative
60,34178,0,1,no,hold,child_education,none,11636,Conservative
38,28825,2,7,yes,hold,child_education,none,5701,Moderate
48,44713,4,2,yes,buy_more,child_education,some,13012,Conservative
31,108398,3,5,yes,hold,wealth_creation,experienced,6655,Aggressive
52,125768,4,20,yes,hold,short_term,experienced,17277,Moderate
52,23216,0,7,no,hold,short_term,none,3133,Conservative
45,41793,1,1,no,buy_more,child_education,some,2964,Conservative
51,30777,0,5,no,hold,tax_saving,none,10329,Conservative
44,76477,3,10,yes,hold,wealth_creation,experienced,15402,Aggressive
36,55768,0,3,yes,sell,child_education,some,12709,Moderate
50,36810,0,20,yes,hold,short_term,some,7587,Aggressive
54,50648,0,5,yes,buy_more,retirement,none,6309,Aggressive
54,39543,0,1,no,sell,tax_saving,some,12942,Conservative
29,101357,0,7,yes,hold,tax_saving,some,25410,Aggressive
48,62700,0,10,yes,hold,tax_saving,some,5459,Aggressive
21,66265,3,5,no,buy_more,child_education,some,12493,Aggressive
43,15000,2,20,yes,sell,tax_saving,none,756,Moderate
43,47569,0,15,yes,buy_more,child_education,some,12007,Aggressive
35,125172,2,2,yes,sell,wealth_creation,none,25919,Conservative
60,89032,1,1,yes,buy_more,retirement,none,28602,Conservative
56,21350,2,3,no,buy_more,wealth_creation,some,7135,Conservative
22,42572,0,7,yes,buy_more,tax_saving,some,3382,Aggressive
29,28547,1,7,no,buy_more,child_education,none,2193,Aggressive
29,105873,1,3,yes,buy_more,tax_saving,none,33850,Aggressive
56,54716,0,20,yes,buy_more,wealth_creation,some,11141,Aggressive
41,34699,1,3,no,hold,wealth_creation,experienced,6624,Moderate
50,49780,2,10,yes,hold,child_education,some,11013,Aggressive
53,15164,2,15,yes,sell,retirement,some,2879,Moderate
51,30084,1,2,yes,sell,retirement,some,7048,Conservative
24,49831,1,3,yes,hold,tax_saving,none,16679,Moderate
26,71722,2,3,yes,sell,short_term,none,16624,Conservative
36,20463,0,15,no,buy_more,wealth_creation,none,2992,Aggressive
34,41294,0,5,yes,sell,retirement,experienced,4708,Aggressive
50,77215,1,15,yes,sell,tax_saving,none,26240,Conservative
27,25510,0,5,yes,sell,retirement,none,5709,Aggressive
35,54346,1,5,yes,sell,retirement,some,11956,Moderate
30,50497,0,15,no,sell,wealth_creation,some,3029,Moderate
28,106029,1,5,no,hold,retirement,some,34514,Aggressive
27,44198,2,10,no,sell,wealth_creation,none,8436,Moderate
28,45377,2,5,yes,buy_more,short_term,experienced,15878,Aggressive
43,72022,2,2,yes,hold,retirement,none,7228,Conservative
37,26987,1,1,no,hold,wealth_creation,none,3990,Conservative
38,44382,4,3,yes,hold,wealth_creation,experienced,5016,Moderate
40,39931,2,10,yes,sell,retirement,experienced,6535,Aggressive
50,46050,1,5,yes,sell,short_term,experienced,15794,Conservative
55,71810,0,5,yes,buy_more,retirement,some,12526,Aggressive
42,62904,2,2,no,hold,child_education,experienced,18753,Conservative
46,34999,1,7,no,sell,tax_saving,none,9680,Conservative
50,52130,2,10,no,hold,wealth_creation,experienced,7266,Moderate
48,95865,2,7,yes,hold,child_education,some,21471,Moderate
26,33721,3,20,no,sell,wealth_creation,none,10302,Conservative
60,52329,4,1,no,sell,wealth_creation,none,12213,Conservative
27,44939,2,1,no,buy_more,wealth_creation,some,5818,Moderate
37,47650,4,7,yes,hold,tax_saving,some,14721,Moderate
47,23534,3,3,no,hold,short_term,experienced,5103,Conservative
37,92488,0,10,yes,sell,short_term,experienced,31816,Moderate
30,34597,2,10,no,sell,child_education,some,8534,Conservative
57,77787,0,2,no,sell,child_education,none,14363,Conservative
23,37063,0,15,no,hold,retirement,some,6699,Aggressive
30,36994,0,1,no,buy_more,child_education,some,11617,Moderate
60,84618,1,10,yes,buy_more,retirement,some,29123,Aggressive
50,76668,0,5,no,sell,child_education,none,13271,Conservative
24,53846,0,10,yes,sell,wealth_creation,some,5325,Aggressive
51,69045,0,2,no,sell,wealth_creation,none,4276,Conservative
59,43051,2,20,yes,buy_more,wealth_creation,none,6316,Aggressive
24,48836,3,20,yes,hold,retirement,none,7452,Aggressive
37,36397,4,7,no,buy_more,child_education,none,6469,Conservative
39,73631,1,7,no,hold,retirement,some,6885,Moderate
26,35881,0,7,yes,hold,wealth_creation,none,7097,Aggressive
29,95637,3,7,yes,hold,child_education,some,31848,Aggressive
27,42526,0,7,yes,hold,tax_saving,experienced,5092,Aggressive
28,49475,4,7,yes,hold,tax_saving,some,12637,Aggressive
37,68970,2,15,yes,sell,child_education,some,4234,Aggressive
39,49550,1,7,no,hold,retirement,none,12047,Moderate
30,42870,0,3,yes,buy_more,wealth_creation,some,14200,Moderate
32,48362,0,15,yes,sell,retirement,some,6514,Aggressive
28,73292,1,3,no,hold,retirement,experienced,21611,Moderate
52,36377,1,2,yes,buy_more,retirement,experienced,2718,Moderate
29,46313,3,20,yes,hold,tax_saving,some,7292,Aggressive
57,49248,2,3,yes,hold,wealth_creation,none,2561,Moderate
42,72334,1,2,yes,sell,short_term,some,11322,Conservative
53,46867,0,7,yes,buy_more,short_term,experienced,6699,Aggressive
46,110606,1,15,no,buy_more,wealth_creation,experienced,28517,Aggressive
31,45686,0,1,yes,buy_more,tax_saving,experienced,6320,Aggressive
45,44048,2,5,no,sell,retirement,none,13079,Conservative
31,45389,2,1,no,buy_more,short_term,experienced,6238,Moderate
25,27106,3,5,no,hold,wealth_creation,none,3171,Moderate
31,30744,1,5,no,hold,child_education,none,6098,Conservative
32,38607,0,2,no,sell,tax_saving,some,9533,Conservative
26,81725,3,20,no,sell,short_term,none,25875,Conservative
21,48295,2,7,yes,hold,wealth_creation,none,14201,Aggressive
58,39415,2,15,yes,hold,wealth_creation,none,8172,Moderate
41,85130,1,15,no,buy_more,wealth_creation,none,29241,Aggressive
37,98521,3,20,no,sell,tax_saving,none,13689,Conservative
58,86242,0,10,no,buy_more,tax_saving,some,30170,Moderate
29,33393,1,3,no,hold,child_education,none,5528,Moderate
37,39227,2,15,no,sell,retirement,some,5049,Conservative
54,110877,0,7,no,sell,child_education,some,18276,Conservative
46,54639,3,3,no,buy_more,child_education,none,12334,Conservative
36,43458,1,5,yes,buy_more,retirement,experienced,8351,Aggressive
31,67728,0,3,yes,sell,retirement,none,4406,Moderate
22,77132,0,5,yes,hold,tax_saving,experienced,12094,Aggressive
24,37905,3,10,yes,hold,retirement,experienced,7487,Aggressive
27,54108,2,5,yes,hold,retirement,experienced,13472,Moderate
52,74380,0,3,yes,hold,tax_saving,some,24985,Conservative
46,29081,0,2,no,buy_more,tax_saving,some,9793,Conservative
38,49293,0,15,yes,sell,retirement,none,10066,Aggressive
52,29688,0,5,no,sell,child_education,experienced,6552,Conservative
27,31488,2,5,yes,sell,retirement,none,8168,Moderate
29,38048,0,10,no,buy_more,retirement,some,11437,Aggressive
36,60761,0,15,yes,hold,retirement,some,16622,Aggressive
57,42407,0,7,no,sell,child_education,some,11286,Conservative
45,36614,1,7,no,buy_more,child_education,some,6743,Aggressive
55,50171,2,3,yes,hold,retirement,none,15587,Conservative
30,29256,2,20,no,hold,short_term,none,7277,Conservative
54,59454,1,7,no,sell,retirement,some,5812,Conservative
23,81562,4,10,no,buy_more,retirement,experienced,18719,Aggressive
30,47304,1,2,yes,hold,retirement,none,6772,Moderate
41,44748,3,7,no,sell,child_education,some,4963,Conservative
23,57991,2,5,yes,sell,wealth_creation,some,14187,Aggressive
55,19676,0,5,yes,sell,tax_saving,none,4774,Conservative
55,62415,3,10,yes,hold,retirement,none,20997,Moderate
42,197965,1,10,yes,sell,child_education,some,67875,Moderate
33,46387,2,5,yes,hold,child_education,none,8008,Aggressive
24,46462,0,15,no,hold,retirement,experienced,4811,Aggressive
45,68502,1,3,no,buy_more,short_term,none,6311,Conservative
42,102785,3,7,no,hold,short_term,some,35180,Conservative
51,76018,0,2,yes,hold,child_education,none,12829,Conservative
45,18582,0,3,no,hold,wealth_creation,some,2839,Conservative
26,63166,0,15,yes,hold,retirement,none,14928,Aggressive
25,155962,1,1,yes,buy_more,wealth_creation,none,10479,Aggressive
52,64867,3,15,yes,buy_more,tax_saving,some,15829,Aggressive
27,29156,2,5,no,hold,wealth_creation,some,9117,Moderate
58,55649,3,10,no,hold,retirement,some,14873,Conservative
25,27548,1,2,yes,hold,child_education,none,4827,Moderate
50,85370,1,7,yes,buy_more,child_education,none,7243,Aggressive
60,31883,0,15,yes,hold,wealth_creation,none,3901,Aggressive
38,50686,0,7,yes,hold,tax_saving,none,6570,Aggressive
23,33322,2,5,no,hold,wealth_creation,none,5514,Moderate
56,38334,0,10,yes,sell,tax_saving,none,3450,Conservative
28,95680,0,10,no,hold,retirement,some,21307,Aggressive
42,51356,3,2,no,sell,wealth_creation,none,8211,Conservative
60,38114,1,10,yes,hold,wealth_creation,some,7581,Moderate
50,29279,0,10,no,sell,child_education,some,3968,Conservative
22,21114,2,10,no,sell,retirement,some,3930,Moderate
53,27915,1,3,yes,sell,wealth_creation,some,7363,Conservative
27,51553,3,5,no,hold,wealth_creation,none,3942,Moderate
50,76199,2,20,yes,hold,child_education,some,15470,Aggressive
45,38095,0,7,no,hold,wealth_creation,none,8971,Conservative
32,99383,0,7,no,hold,wealth_creation,some,24875,Aggressive
37,35494,0,20,no,buy_more,tax_saving,experienced,11600,Aggressive
25,44041,2,3,no,buy_more,wealth_creation,some,12522,Aggressive
60,30157,1,5,no,hold,tax_saving,experienced,8193,Conservative
30,76560,2,10,yes,hold,short_term,none,23764,Moderate
33,125980,1,10,no,buy_more,tax_saving,none,40858,Moderate
41,22185,0,20,no,hold,tax_saving,none,6695,Moderate
47,41949,0,7,no,sell,retirement,none,9824,Conservative
41,86608,0,3,no,hold,short_term,none,26236,Conservative
41,25562,1,5,yes,sell,child_education,experienced,3781,Moderate
44,63259,1,2,yes,buy_more,wealth_creation,some,21229,Aggressive
55,84936,4,20,no,hold,child_education,experienced,8666,Conservative
36,50777,0,2,no,buy_more,tax_saving,experienced,6030,Moderate
54,62794,2,7,no,sell,short_term,some,6126,Conservative
52,108272,0,5,yes,hold,wealth_creation,experienced,30652,Aggressive
59,117805,2,2,yes,hold,child_education,none,21245,Conservative
57,47672,0,3,yes,buy_more,retirement,experienced,12938,Aggressive
52,38577,2,7,yes,buy_more,retirement,some,7831,Aggressive
30,32403,0,1,no,sell,retirement,some,5540,Conservative
51,76087,0,20,no,buy_more,tax_saving,some,24265,Moderate
50,26441,1,15,yes,buy_more,tax_saving,experienced,4749,Aggressive
32,43754,1,2,yes,buy_more,tax_saving,experienced,10304,Aggressive
48,51339,1,15,no,hold,retirement,none,15790,Conservative
31,39091,0,5,no,buy_more,short_term,none,4447,Moderate
41,55598,4,1,yes,sell,retirement,none,9497,Conservative
52,155442,0,3,yes,sell,short_term,experienced,14529,Conservative
28,46410,1,10,yes,sell,wealth_creation,none,9876,Aggressive
34,40298,3,10,yes,hold,wealth_creation,some,11560,Aggressive
52,77412,2,3,no,buy_more,wealth_creation,none,5148,Conservative
39,54601,0,10,yes,hold,wealth_creation,experienced,3718,Aggressive
59,93685,1,10,yes,hold,short_term,experienced,25515,Aggressive
21,52791,0,10,yes,buy_more,child_education,some,13877,Aggressive
49,43835,1,7,yes,hold,tax_saving,none,7480,Aggressive
53,21967,1,15,no,hold,wealth_creation,experienced,3475,Moderate
57,23650,2,7,no,hold,wealth_creation,none,3183,Conservative
27,21459,3,2,yes,hold,tax_saving,some,1470,Conservative
60,58145,0,15,yes,hold,wealth_creation,experienced,11865,Aggressive
36,26555,0,5,no,buy_more,short_term,some,6235,Moderate
35,86250,1,10,no,hold,tax_saving,experienced,26703,Moderate
35,49692,1,10,yes,hold,wealth_creation,some,10562,Aggressive
46,43919,1,5,yes,hold,child_education,some,4198,Moderate
47,33532,2,2,no,buy_more,retirement,experienced,4776,Conservative
39,64861,1,10,yes,hold,short_term,some,18518,Aggressive
23,34131,4,15,no,buy_more,wealth_creation,experienced,8036,Aggressive
60,31463,1,15,no,hold,retirement,experienced,8851,Moderate
29,83680,0,7,yes,sell,retirement,none,14564,Moderate
24,57502,0,3,yes,hold,tax_saving,none,4039,Aggressive
44,44102,2,3,no,sell,retirement,some,14008,Conservative
37,65424,0,10,yes,sell,child_education,experienced,10125,Aggressive
45,49218,0,5,yes,sell,wealth_creation,experienced,3692,Moderate
56,58241,0,10,yes,hold,wealth_creation,none,13166,Aggressive
24,33942,2,3,no,hold,short_term,some,9272,Conservative
32,124452,4,1,no,hold,retirement,some,24069,Conservative
41,37766,1,7,no,hold,retirement,some,8843,Moderate
52,98736,0,7,yes,hold,wealth_creation,some,17296,Aggressive
45,45026,1,7,no,buy_more,tax_saving,experienced,13242,Moderate
36,70487,1,3,no,buy_more,wealth_creation,some,20096,Moderate
45,68213,4,15,yes,buy_more,wealth_creation,none,18144,Aggressive
60,82132,1,5,no,sell,short_term,some,4596,Conservative
40,33581,2,10,no,buy_more,child_education,none,6880,Aggressive
56,79541,3,7,yes,buy_more,wealth_creation,some,22717,Moderate
52,112521,2,5,no,sell,short_term,experienced,13892,Conservative
33,43633,0,10,yes,hold,retirement,some,5574,Aggressive
30,49792,2,7,yes,hold,wealth_creation,experienced,15996,Aggressive
51,38733,1,7,yes,hold,wealth_creation,some,11717,Moderate
29,41944,1,7,yes,hold,wealth_creation,some,14531,Aggressive
34,105888,4,2,yes,sell,retirement,some,21095,Conservative
30,31197,0,15,yes,sell,retirement,some,2722,Aggressive
45,32081,1,5,no,hold,wealth_creation,none,1683,Conservative
32,101205,0,3,no,hold,wealth_creation,none,26499,Conservative
47,64928,0,10,yes,hold,wealth_creation,some,19153,Aggressive
58,127282,2,3,no,sell,wealth_creation,none,22718,Conservative
54,40026,2,20,no,hold,retirement,none,7114,Moderate
58,51887,2,5,yes,buy_more,tax_saving,some,15674,Moderate
21,36413,0,3,no,sell,wealth_creation,experienced,3853,Moderate
39,52286,0,1,yes,hold,retirement,none,3609,Moderate
29,22062,1,1,yes,hold,retirement,some,7494,Moderate
57,66717,1,2,yes,sell,tax_saving,some,14191,Conservative
49,56701,2,1,yes,buy_more,tax_saving,none,15973,Moderate
33,47767,2,5,yes,buy_more,short_term,none,16069,Moderate
43,41123,3,3,yes,hold,retirement,none,12054,Moderate
45,32773,2,5,no,hold,tax_saving,some,6236,Conservative
40,68014,1,3,no,sell,wealth_creation,some,16625,Conservative
39,28940,2,1,no,hold,child_education,some,6936,Conservative
23,61719,2,1,no,sell,short_term,none,20222,Conservative
39,124679,4,3,no,hold,retirement,none,11510,Conservative
34,95653,1,3,no,sell,child_education,none,24746,Conservative
53,24901,2,2,yes,hold,wealth_creation,experienced,7690,Moderate
55,38502,1,5,yes,buy_more,child_education,none,6072,Moderate
51,59257,2,20,yes,sell,wealth_creation,some,15554,Moderate
22,47494,3,3,yes,buy_more,wealth_creation,some,5934,Aggressive
54,26115,3,2,no,buy_more,tax_saving,none,1995,Conservative
36,58302,0,10,yes,sell,retirement,none,3359,Moderate
37,48800,0,5,yes,buy_more,short_term,some,10198,Aggressive
58,116011,2,1,yes,hold,retirement,experienced,7598,Conservative
55,43741,2,10,no,hold,retirement,experienced,9961,Conservative
23,82917,3,10,yes,hold,wealth_creation,none,13487,Aggressive
35,27717,0,20,yes,sell,child_education,none,1442,Aggressive
50,30865,3,20,yes,sell,child_education,none,3640,Conservative
42,67829,2,7,yes,hold,wealth_creation,none,18417,Moderate
31,79831,0,10,no,hold,tax_saving,experienced,13063,Aggressive
41,31862,0,5,yes,buy_more,retirement,none,8528,Aggressive
55,49554,2,15,yes,hold,wealth_creation,none,14593,Moderate
29,26325,0,7,no,sell,child_education,none,7610,Conservative
50,45181,2,5,yes,sell,short_term,experienced,11348,Conservative
50,71440,1,1,no,buy_more,short_term,some,19572,Conservative
56,40306,1,7,no,sell,wealth_creation,none,8905,Conservative
32,43823,0,7,yes,buy_more,short_term,none,8301,Aggressive
29,29483,4,15,yes,sell,child_education,none,2019,Aggressive
42,36615,2,3,yes,sell,child_education,none,12541,Conservative
42,108136,2,15,yes,sell,tax_saving,experienced,32664,Moderate
37,50656,2,1,yes,hold,retirement,some,12743,Moderate
52,31224,1,7,no,hold,child_education,some,7594,Moderate
52,42546,4,5,yes,buy_more,tax_saving,some,9489,Moderate
30,23888,1,5,yes,hold,retirement,some,1871,Moderate
52,31058,1,5,no,sell,retirement,some,4528,Conservative
30,90413,0,3,yes,hold,tax_saving,none,13732,Moderate
37,45976,0,3,no,hold,child_education,some,13246,Moderate
22,114786,2,10,yes,hold,child_education,some,26571,Aggressive
34,46961,0,3,no,buy_more,child_education,none,7957,Moderate
59,48233,2,10,no,buy_more,tax_saving,none,7159,Conservative
38,65408,4,10,yes,hold,child_education,experienced,20025,Aggressive
49,15000,1,1,no,hold,retirement,experienced,4285,Conservative
25,53756,0,15,yes,hold,retirement,none,15800,Aggressive
46,47952,2,10,yes,hold,retirement,none,8085,Moderate
35,95675,0,10,yes,hold,short_term,some,18539,Aggressive
50,75667,2,10,yes,sell,child_education,some,16796,Moderate
58,29432,1,7,no,sell,child_education,some,3165,Conservative
42,85730,1,20,yes,buy_more,child_education,experienced,13603,Aggressive
25,43562,1,2,yes,buy_more,tax_saving,experienced,8596,Aggressive
40,32630,1,1,no,sell,short_term,none,8193,Conservative
25,53567,0,10,yes,buy_more,wealth_creation,none,9901,Aggressive
38,44745,0,3,no,buy_more,short_term,none,4312,Conservative
23,97959,1,7,yes,sell,short_term,experienced,17390,Aggressive
46,57141,3,5,no,buy_more,wealth_creation,some,11965,Moderate
33,53774,0,5,yes,buy_more,retirement,experienced,13187,Aggressive
29,73518,0,15,no,hold,wealth_creation,some,22506,Aggressive
21,80160,0,2,no,buy_more,child_education,some,9599,Moderate
